label,filename,filepath
Byzantine Art,Andrei_Rublev_23.jpg,../train_images\Byzantine Art\Andrei_Rublev_23.jpg
Byzantine Art,Andrei_Rublev_24.jpg,../train_images\Byzantine Art\Andrei_Rublev_24.jpg
Byzantine Art,Andrei_Rublev_25.jpg,../train_images\Byzantine Art\Andrei_Rublev_25.jpg
Byzantine Art,Andrei_Rublev_26.jpg,../train_images\Byzantine Art\Andrei_Rublev_26.jpg
Byzantine Art,Andrei_Rublev_29.jpg,../train_images\Byzantine Art\Andrei_Rublev_29.jpg
Byzantine Art,Andrei_Rublev_3.jpg,../train_images\Byzantine Art\Andrei_Rublev_3.jpg
Byzantine Art,Andrei_Rublev_30.jpg,../train_images\Byzantine Art\Andrei_Rublev_30.jpg
Byzantine Art,Andrei_Rublev_31.jpg,../train_images\Byzantine Art\Andrei_Rublev_31.jpg
Byzantine Art,Andrei_Rublev_32.jpg,../train_images\Byzantine Art\Andrei_Rublev_32.jpg
Byzantine Art,Andrei_Rublev_34.jpg,../train_images\Byzantine Art\Andrei_Rublev_34.jpg
Byzantine Art,Andrei_Rublev_36.jpg,../train_images\Byzantine Art\Andrei_Rublev_36.jpg
Byzantine Art,Andrei_Rublev_38.jpg,../train_images\Byzantine Art\Andrei_Rublev_38.jpg
Byzantine Art,Andrei_Rublev_39.jpg,../train_images\Byzantine Art\Andrei_Rublev_39.jpg
Byzantine Art,Andrei_Rublev_40.jpg,../train_images\Byzantine Art\Andrei_Rublev_40.jpg
Byzantine Art,Andrei_Rublev_41.jpg,../train_images\Byzantine Art\Andrei_Rublev_41.jpg
Byzantine Art,Andrei_Rublev_42.jpg,../train_images\Byzantine Art\Andrei_Rublev_42.jpg
Byzantine Art,Andrei_Rublev_43.jpg,../train_images\Byzantine Art\Andrei_Rublev_43.jpg
Byzantine Art,Andrei_Rublev_44.jpg,../train_images\Byzantine Art\Andrei_Rublev_44.jpg
Byzantine Art,Andrei_Rublev_45.jpg,../train_images\Byzantine Art\Andrei_Rublev_45.jpg
Byzantine Art,Andrei_Rublev_46.jpg,../train_images\Byzantine Art\Andrei_Rublev_46.jpg
Byzantine Art,Andrei_Rublev_47.jpg,../train_images\Byzantine Art\Andrei_Rublev_47.jpg
Byzantine Art,Andrei_Rublev_48.jpg,../train_images\Byzantine Art\Andrei_Rublev_48.jpg
Byzantine Art,Andrei_Rublev_49.jpg,../train_images\Byzantine Art\Andrei_Rublev_49.jpg
Byzantine Art,Andrei_Rublev_5.jpg,../train_images\Byzantine Art\Andrei_Rublev_5.jpg
Byzantine Art,Andrei_Rublev_50.jpg,../train_images\Byzantine Art\Andrei_Rublev_50.jpg
Byzantine Art,Andrei_Rublev_51.jpg,../train_images\Byzantine Art\Andrei_Rublev_51.jpg
Byzantine Art,Andrei_Rublev_52.jpg,../train_images\Byzantine Art\Andrei_Rublev_52.jpg
Byzantine Art,Andrei_Rublev_53.jpg,../train_images\Byzantine Art\Andrei_Rublev_53.jpg
Byzantine Art,Andrei_Rublev_54.jpg,../train_images\Byzantine Art\Andrei_Rublev_54.jpg
Byzantine Art,Andrei_Rublev_55.jpg,../train_images\Byzantine Art\Andrei_Rublev_55.jpg
Byzantine Art,Andrei_Rublev_56.jpg,../train_images\Byzantine Art\Andrei_Rublev_56.jpg
Byzantine Art,Andrei_Rublev_57.jpg,../train_images\Byzantine Art\Andrei_Rublev_57.jpg
Byzantine Art,Andrei_Rublev_58.jpg,../train_images\Byzantine Art\Andrei_Rublev_58.jpg
Byzantine Art,Andrei_Rublev_59.jpg,../train_images\Byzantine Art\Andrei_Rublev_59.jpg
Byzantine Art,Andrei_Rublev_62.jpg,../train_images\Byzantine Art\Andrei_Rublev_62.jpg
Byzantine Art,Andrei_Rublev_64.jpg,../train_images\Byzantine Art\Andrei_Rublev_64.jpg
Byzantine Art,Andrei_Rublev_65.jpg,../train_images\Byzantine Art\Andrei_Rublev_65.jpg
Byzantine Art,Andrei_Rublev_66.jpg,../train_images\Byzantine Art\Andrei_Rublev_66.jpg
Byzantine Art,Andrei_Rublev_68.jpg,../train_images\Byzantine Art\Andrei_Rublev_68.jpg
Byzantine Art,Andrei_Rublev_69.jpg,../train_images\Byzantine Art\Andrei_Rublev_69.jpg
Byzantine Art,Andrei_Rublev_7.jpg,../train_images\Byzantine Art\Andrei_Rublev_7.jpg
Byzantine Art,Andrei_Rublev_70.jpg,../train_images\Byzantine Art\Andrei_Rublev_70.jpg
Byzantine Art,Andrei_Rublev_71.jpg,../train_images\Byzantine Art\Andrei_Rublev_71.jpg
Byzantine Art,Andrei_Rublev_72.jpg,../train_images\Byzantine Art\Andrei_Rublev_72.jpg
Byzantine Art,Andrei_Rublev_74.jpg,../train_images\Byzantine Art\Andrei_Rublev_74.jpg
Byzantine Art,Andrei_Rublev_75.jpg,../train_images\Byzantine Art\Andrei_Rublev_75.jpg
Byzantine Art,Andrei_Rublev_76.jpg,../train_images\Byzantine Art\Andrei_Rublev_76.jpg
Byzantine Art,Andrei_Rublev_77.jpg,../train_images\Byzantine Art\Andrei_Rublev_77.jpg
Byzantine Art,Andrei_Rublev_78.jpg,../train_images\Byzantine Art\Andrei_Rublev_78.jpg
Byzantine Art,Andrei_Rublev_80.jpg,../train_images\Byzantine Art\Andrei_Rublev_80.jpg
Byzantine Art,Andrei_Rublev_81.jpg,../train_images\Byzantine Art\Andrei_Rublev_81.jpg
Byzantine Art,Andrei_Rublev_83.jpg,../train_images\Byzantine Art\Andrei_Rublev_83.jpg
Byzantine Art,Andrei_Rublev_84.jpg,../train_images\Byzantine Art\Andrei_Rublev_84.jpg
Byzantine Art,Andrei_Rublev_85.jpg,../train_images\Byzantine Art\Andrei_Rublev_85.jpg
Byzantine Art,Andrei_Rublev_86.jpg,../train_images\Byzantine Art\Andrei_Rublev_86.jpg
Byzantine Art,Andrei_Rublev_87.jpg,../train_images\Byzantine Art\Andrei_Rublev_87.jpg
Byzantine Art,Andrei_Rublev_88.jpg,../train_images\Byzantine Art\Andrei_Rublev_88.jpg
Byzantine Art,Andrei_Rublev_89.jpg,../train_images\Byzantine Art\Andrei_Rublev_89.jpg
Byzantine Art,Andrei_Rublev_9.jpg,../train_images\Byzantine Art\Andrei_Rublev_9.jpg
Byzantine Art,Andrei_Rublev_90.jpg,../train_images\Byzantine Art\Andrei_Rublev_90.jpg
Byzantine Art,Andrei_Rublev_92.jpg,../train_images\Byzantine Art\Andrei_Rublev_92.jpg
Byzantine Art,Andrei_Rublev_94.jpg,../train_images\Byzantine Art\Andrei_Rublev_94.jpg
Byzantine Art,Andrei_Rublev_95.jpg,../train_images\Byzantine Art\Andrei_Rublev_95.jpg
Byzantine Art,Andrei_Rublev_96.jpg,../train_images\Byzantine Art\Andrei_Rublev_96.jpg
Byzantine Art,Andrei_Rublev_97.jpg,../train_images\Byzantine Art\Andrei_Rublev_97.jpg
Byzantine Art,Andrei_Rublev_98.jpg,../train_images\Byzantine Art\Andrei_Rublev_98.jpg
Byzantine Art,Andrei_Rublev_99.jpg,../train_images\Byzantine Art\Andrei_Rublev_99.jpg
Cubism,Pablo_Picasso_1.jpg,../train_images\Cubism\Pablo_Picasso_1.jpg
Cubism,Pablo_Picasso_100.jpg,../train_images\Cubism\Pablo_Picasso_100.jpg
Cubism,Pablo_Picasso_102.jpg,../train_images\Cubism\Pablo_Picasso_102.jpg
Cubism,Pablo_Picasso_103.jpg,../train_images\Cubism\Pablo_Picasso_103.jpg
Cubism,Pablo_Picasso_104.jpg,../train_images\Cubism\Pablo_Picasso_104.jpg
Cubism,Pablo_Picasso_105.jpg,../train_images\Cubism\Pablo_Picasso_105.jpg
Cubism,Pablo_Picasso_106.jpg,../train_images\Cubism\Pablo_Picasso_106.jpg
Cubism,Pablo_Picasso_107.jpg,../train_images\Cubism\Pablo_Picasso_107.jpg
Cubism,Pablo_Picasso_108.jpg,../train_images\Cubism\Pablo_Picasso_108.jpg
Cubism,Pablo_Picasso_109.jpg,../train_images\Cubism\Pablo_Picasso_109.jpg
Cubism,Pablo_Picasso_11.jpg,../train_images\Cubism\Pablo_Picasso_11.jpg
Cubism,Pablo_Picasso_112.jpg,../train_images\Cubism\Pablo_Picasso_112.jpg
Cubism,Pablo_Picasso_113.jpg,../train_images\Cubism\Pablo_Picasso_113.jpg
Cubism,Pablo_Picasso_114.jpg,../train_images\Cubism\Pablo_Picasso_114.jpg
Cubism,Pablo_Picasso_115.jpg,../train_images\Cubism\Pablo_Picasso_115.jpg
Cubism,Pablo_Picasso_116.jpg,../train_images\Cubism\Pablo_Picasso_116.jpg
Cubism,Pablo_Picasso_117.jpg,../train_images\Cubism\Pablo_Picasso_117.jpg
Cubism,Pablo_Picasso_118.jpg,../train_images\Cubism\Pablo_Picasso_118.jpg
Cubism,Pablo_Picasso_12.jpg,../train_images\Cubism\Pablo_Picasso_12.jpg
Cubism,Pablo_Picasso_120.jpg,../train_images\Cubism\Pablo_Picasso_120.jpg
Cubism,Pablo_Picasso_121.jpg,../train_images\Cubism\Pablo_Picasso_121.jpg
Cubism,Pablo_Picasso_122.jpg,../train_images\Cubism\Pablo_Picasso_122.jpg
Cubism,Pablo_Picasso_124.jpg,../train_images\Cubism\Pablo_Picasso_124.jpg
Cubism,Pablo_Picasso_126.jpg,../train_images\Cubism\Pablo_Picasso_126.jpg
Cubism,Pablo_Picasso_127.jpg,../train_images\Cubism\Pablo_Picasso_127.jpg
Cubism,Pablo_Picasso_128.jpg,../train_images\Cubism\Pablo_Picasso_128.jpg
Cubism,Pablo_Picasso_129.jpg,../train_images\Cubism\Pablo_Picasso_129.jpg
Cubism,Pablo_Picasso_13.jpg,../train_images\Cubism\Pablo_Picasso_13.jpg
Cubism,Pablo_Picasso_130.jpg,../train_images\Cubism\Pablo_Picasso_130.jpg
Cubism,Pablo_Picasso_131.jpg,../train_images\Cubism\Pablo_Picasso_131.jpg
Cubism,Pablo_Picasso_132.jpg,../train_images\Cubism\Pablo_Picasso_132.jpg
Cubism,Pablo_Picasso_133.jpg,../train_images\Cubism\Pablo_Picasso_133.jpg
Cubism,Pablo_Picasso_134.jpg,../train_images\Cubism\Pablo_Picasso_134.jpg
Cubism,Pablo_Picasso_135.jpg,../train_images\Cubism\Pablo_Picasso_135.jpg
Cubism,Pablo_Picasso_136.jpg,../train_images\Cubism\Pablo_Picasso_136.jpg
Cubism,Pablo_Picasso_137.jpg,../train_images\Cubism\Pablo_Picasso_137.jpg
Cubism,Pablo_Picasso_139.jpg,../train_images\Cubism\Pablo_Picasso_139.jpg
Cubism,Pablo_Picasso_14.jpg,../train_images\Cubism\Pablo_Picasso_14.jpg
Cubism,Pablo_Picasso_140.jpg,../train_images\Cubism\Pablo_Picasso_140.jpg
Cubism,Pablo_Picasso_143.jpg,../train_images\Cubism\Pablo_Picasso_143.jpg
Cubism,Pablo_Picasso_144.jpg,../train_images\Cubism\Pablo_Picasso_144.jpg
Cubism,Pablo_Picasso_145.jpg,../train_images\Cubism\Pablo_Picasso_145.jpg
Cubism,Pablo_Picasso_146.jpg,../train_images\Cubism\Pablo_Picasso_146.jpg
Cubism,Pablo_Picasso_148.jpg,../train_images\Cubism\Pablo_Picasso_148.jpg
Cubism,Pablo_Picasso_149.jpg,../train_images\Cubism\Pablo_Picasso_149.jpg
Cubism,Pablo_Picasso_15.jpg,../train_images\Cubism\Pablo_Picasso_15.jpg
Cubism,Pablo_Picasso_150.jpg,../train_images\Cubism\Pablo_Picasso_150.jpg
Cubism,Pablo_Picasso_151.jpg,../train_images\Cubism\Pablo_Picasso_151.jpg
Cubism,Pablo_Picasso_152.jpg,../train_images\Cubism\Pablo_Picasso_152.jpg
Cubism,Pablo_Picasso_153.jpg,../train_images\Cubism\Pablo_Picasso_153.jpg
Cubism,Pablo_Picasso_154.jpg,../train_images\Cubism\Pablo_Picasso_154.jpg
Cubism,Pablo_Picasso_155.jpg,../train_images\Cubism\Pablo_Picasso_155.jpg
Cubism,Pablo_Picasso_157.jpg,../train_images\Cubism\Pablo_Picasso_157.jpg
Cubism,Pablo_Picasso_158.jpg,../train_images\Cubism\Pablo_Picasso_158.jpg
Cubism,Pablo_Picasso_159.jpg,../train_images\Cubism\Pablo_Picasso_159.jpg
Cubism,Pablo_Picasso_16.jpg,../train_images\Cubism\Pablo_Picasso_16.jpg
Cubism,Pablo_Picasso_160.jpg,../train_images\Cubism\Pablo_Picasso_160.jpg
Cubism,Pablo_Picasso_161.jpg,../train_images\Cubism\Pablo_Picasso_161.jpg
Cubism,Pablo_Picasso_162.jpg,../train_images\Cubism\Pablo_Picasso_162.jpg
Cubism,Pablo_Picasso_164.jpg,../train_images\Cubism\Pablo_Picasso_164.jpg
Cubism,Pablo_Picasso_165.jpg,../train_images\Cubism\Pablo_Picasso_165.jpg
Cubism,Pablo_Picasso_169.jpg,../train_images\Cubism\Pablo_Picasso_169.jpg
Cubism,Pablo_Picasso_17.jpg,../train_images\Cubism\Pablo_Picasso_17.jpg
Cubism,Pablo_Picasso_170.jpg,../train_images\Cubism\Pablo_Picasso_170.jpg
Cubism,Pablo_Picasso_171.jpg,../train_images\Cubism\Pablo_Picasso_171.jpg
Cubism,Pablo_Picasso_172.jpg,../train_images\Cubism\Pablo_Picasso_172.jpg
Cubism,Pablo_Picasso_173.jpg,../train_images\Cubism\Pablo_Picasso_173.jpg
Cubism,Pablo_Picasso_174.jpg,../train_images\Cubism\Pablo_Picasso_174.jpg
Cubism,Pablo_Picasso_175.jpg,../train_images\Cubism\Pablo_Picasso_175.jpg
Cubism,Pablo_Picasso_176.jpg,../train_images\Cubism\Pablo_Picasso_176.jpg
Cubism,Pablo_Picasso_177.jpg,../train_images\Cubism\Pablo_Picasso_177.jpg
Cubism,Pablo_Picasso_178.jpg,../train_images\Cubism\Pablo_Picasso_178.jpg
Cubism,Pablo_Picasso_179.jpg,../train_images\Cubism\Pablo_Picasso_179.jpg
Cubism,Pablo_Picasso_18.jpg,../train_images\Cubism\Pablo_Picasso_18.jpg
Cubism,Pablo_Picasso_180.jpg,../train_images\Cubism\Pablo_Picasso_180.jpg
Cubism,Pablo_Picasso_182.jpg,../train_images\Cubism\Pablo_Picasso_182.jpg
Cubism,Pablo_Picasso_183.jpg,../train_images\Cubism\Pablo_Picasso_183.jpg
Cubism,Pablo_Picasso_184.jpg,../train_images\Cubism\Pablo_Picasso_184.jpg
Cubism,Pablo_Picasso_185.jpg,../train_images\Cubism\Pablo_Picasso_185.jpg
Cubism,Pablo_Picasso_186.jpg,../train_images\Cubism\Pablo_Picasso_186.jpg
Cubism,Pablo_Picasso_188.jpg,../train_images\Cubism\Pablo_Picasso_188.jpg
Cubism,Pablo_Picasso_189.jpg,../train_images\Cubism\Pablo_Picasso_189.jpg
Cubism,Pablo_Picasso_19.jpg,../train_images\Cubism\Pablo_Picasso_19.jpg
Cubism,Pablo_Picasso_190.jpg,../train_images\Cubism\Pablo_Picasso_190.jpg
Cubism,Pablo_Picasso_192.jpg,../train_images\Cubism\Pablo_Picasso_192.jpg
Cubism,Pablo_Picasso_194.jpg,../train_images\Cubism\Pablo_Picasso_194.jpg
Cubism,Pablo_Picasso_195.jpg,../train_images\Cubism\Pablo_Picasso_195.jpg
Cubism,Pablo_Picasso_196.jpg,../train_images\Cubism\Pablo_Picasso_196.jpg
Cubism,Pablo_Picasso_198.jpg,../train_images\Cubism\Pablo_Picasso_198.jpg
Cubism,Pablo_Picasso_201.jpg,../train_images\Cubism\Pablo_Picasso_201.jpg
Cubism,Pablo_Picasso_202.jpg,../train_images\Cubism\Pablo_Picasso_202.jpg
Cubism,Pablo_Picasso_204.jpg,../train_images\Cubism\Pablo_Picasso_204.jpg
Cubism,Pablo_Picasso_205.jpg,../train_images\Cubism\Pablo_Picasso_205.jpg
Cubism,Pablo_Picasso_206.jpg,../train_images\Cubism\Pablo_Picasso_206.jpg
Cubism,Pablo_Picasso_209.jpg,../train_images\Cubism\Pablo_Picasso_209.jpg
Cubism,Pablo_Picasso_21.jpg,../train_images\Cubism\Pablo_Picasso_21.jpg
Cubism,Pablo_Picasso_210.jpg,../train_images\Cubism\Pablo_Picasso_210.jpg
Cubism,Pablo_Picasso_212.jpg,../train_images\Cubism\Pablo_Picasso_212.jpg
Cubism,Pablo_Picasso_215.jpg,../train_images\Cubism\Pablo_Picasso_215.jpg
Cubism,Pablo_Picasso_216.jpg,../train_images\Cubism\Pablo_Picasso_216.jpg
Cubism,Pablo_Picasso_217.jpg,../train_images\Cubism\Pablo_Picasso_217.jpg
Cubism,Pablo_Picasso_218.jpg,../train_images\Cubism\Pablo_Picasso_218.jpg
Cubism,Pablo_Picasso_22.jpg,../train_images\Cubism\Pablo_Picasso_22.jpg
Cubism,Pablo_Picasso_220.jpg,../train_images\Cubism\Pablo_Picasso_220.jpg
Cubism,Pablo_Picasso_221.jpg,../train_images\Cubism\Pablo_Picasso_221.jpg
Cubism,Pablo_Picasso_222.jpg,../train_images\Cubism\Pablo_Picasso_222.jpg
Cubism,Pablo_Picasso_223.jpg,../train_images\Cubism\Pablo_Picasso_223.jpg
Cubism,Pablo_Picasso_224.jpg,../train_images\Cubism\Pablo_Picasso_224.jpg
Cubism,Pablo_Picasso_225.jpg,../train_images\Cubism\Pablo_Picasso_225.jpg
Cubism,Pablo_Picasso_229.jpg,../train_images\Cubism\Pablo_Picasso_229.jpg
Cubism,Pablo_Picasso_23.jpg,../train_images\Cubism\Pablo_Picasso_23.jpg
Cubism,Pablo_Picasso_230.jpg,../train_images\Cubism\Pablo_Picasso_230.jpg
Cubism,Pablo_Picasso_231.jpg,../train_images\Cubism\Pablo_Picasso_231.jpg
Cubism,Pablo_Picasso_233.jpg,../train_images\Cubism\Pablo_Picasso_233.jpg
Cubism,Pablo_Picasso_235.jpg,../train_images\Cubism\Pablo_Picasso_235.jpg
Cubism,Pablo_Picasso_237.jpg,../train_images\Cubism\Pablo_Picasso_237.jpg
Cubism,Pablo_Picasso_238.jpg,../train_images\Cubism\Pablo_Picasso_238.jpg
Cubism,Pablo_Picasso_239.jpg,../train_images\Cubism\Pablo_Picasso_239.jpg
Cubism,Pablo_Picasso_24.jpg,../train_images\Cubism\Pablo_Picasso_24.jpg
Cubism,Pablo_Picasso_240.jpg,../train_images\Cubism\Pablo_Picasso_240.jpg
Cubism,Pablo_Picasso_242.jpg,../train_images\Cubism\Pablo_Picasso_242.jpg
Cubism,Pablo_Picasso_243.jpg,../train_images\Cubism\Pablo_Picasso_243.jpg
Cubism,Pablo_Picasso_244.jpg,../train_images\Cubism\Pablo_Picasso_244.jpg
Cubism,Pablo_Picasso_245.jpg,../train_images\Cubism\Pablo_Picasso_245.jpg
Cubism,Pablo_Picasso_246.jpg,../train_images\Cubism\Pablo_Picasso_246.jpg
Cubism,Pablo_Picasso_249.jpg,../train_images\Cubism\Pablo_Picasso_249.jpg
Cubism,Pablo_Picasso_25.jpg,../train_images\Cubism\Pablo_Picasso_25.jpg
Cubism,Pablo_Picasso_250.jpg,../train_images\Cubism\Pablo_Picasso_250.jpg
Cubism,Pablo_Picasso_251.jpg,../train_images\Cubism\Pablo_Picasso_251.jpg
Cubism,Pablo_Picasso_252.jpg,../train_images\Cubism\Pablo_Picasso_252.jpg
Cubism,Pablo_Picasso_253.jpg,../train_images\Cubism\Pablo_Picasso_253.jpg
Cubism,Pablo_Picasso_254.jpg,../train_images\Cubism\Pablo_Picasso_254.jpg
Cubism,Pablo_Picasso_255.jpg,../train_images\Cubism\Pablo_Picasso_255.jpg
Cubism,Pablo_Picasso_256.jpg,../train_images\Cubism\Pablo_Picasso_256.jpg
Cubism,Pablo_Picasso_257.jpg,../train_images\Cubism\Pablo_Picasso_257.jpg
Cubism,Pablo_Picasso_258.jpg,../train_images\Cubism\Pablo_Picasso_258.jpg
Cubism,Pablo_Picasso_259.jpg,../train_images\Cubism\Pablo_Picasso_259.jpg
Cubism,Pablo_Picasso_26.jpg,../train_images\Cubism\Pablo_Picasso_26.jpg
Cubism,Pablo_Picasso_261.jpg,../train_images\Cubism\Pablo_Picasso_261.jpg
Cubism,Pablo_Picasso_262.jpg,../train_images\Cubism\Pablo_Picasso_262.jpg
Cubism,Pablo_Picasso_263.jpg,../train_images\Cubism\Pablo_Picasso_263.jpg
Cubism,Pablo_Picasso_264.jpg,../train_images\Cubism\Pablo_Picasso_264.jpg
Cubism,Pablo_Picasso_265.jpg,../train_images\Cubism\Pablo_Picasso_265.jpg
Cubism,Pablo_Picasso_266.jpg,../train_images\Cubism\Pablo_Picasso_266.jpg
Cubism,Pablo_Picasso_268.jpg,../train_images\Cubism\Pablo_Picasso_268.jpg
Cubism,Pablo_Picasso_269.jpg,../train_images\Cubism\Pablo_Picasso_269.jpg
Cubism,Pablo_Picasso_27.jpg,../train_images\Cubism\Pablo_Picasso_27.jpg
Cubism,Pablo_Picasso_270.jpg,../train_images\Cubism\Pablo_Picasso_270.jpg
Cubism,Pablo_Picasso_271.jpg,../train_images\Cubism\Pablo_Picasso_271.jpg
Cubism,Pablo_Picasso_272.jpg,../train_images\Cubism\Pablo_Picasso_272.jpg
Cubism,Pablo_Picasso_275.jpg,../train_images\Cubism\Pablo_Picasso_275.jpg
Cubism,Pablo_Picasso_277.jpg,../train_images\Cubism\Pablo_Picasso_277.jpg
Cubism,Pablo_Picasso_278.jpg,../train_images\Cubism\Pablo_Picasso_278.jpg
Cubism,Pablo_Picasso_279.jpg,../train_images\Cubism\Pablo_Picasso_279.jpg
Cubism,Pablo_Picasso_28.jpg,../train_images\Cubism\Pablo_Picasso_28.jpg
Cubism,Pablo_Picasso_280.jpg,../train_images\Cubism\Pablo_Picasso_280.jpg
Cubism,Pablo_Picasso_281.jpg,../train_images\Cubism\Pablo_Picasso_281.jpg
Cubism,Pablo_Picasso_282.jpg,../train_images\Cubism\Pablo_Picasso_282.jpg
Cubism,Pablo_Picasso_283.jpg,../train_images\Cubism\Pablo_Picasso_283.jpg
Cubism,Pablo_Picasso_284.jpg,../train_images\Cubism\Pablo_Picasso_284.jpg
Cubism,Pablo_Picasso_285.jpg,../train_images\Cubism\Pablo_Picasso_285.jpg
Cubism,Pablo_Picasso_286.jpg,../train_images\Cubism\Pablo_Picasso_286.jpg
Cubism,Pablo_Picasso_287.jpg,../train_images\Cubism\Pablo_Picasso_287.jpg
Cubism,Pablo_Picasso_288.jpg,../train_images\Cubism\Pablo_Picasso_288.jpg
Cubism,Pablo_Picasso_289.jpg,../train_images\Cubism\Pablo_Picasso_289.jpg
Cubism,Pablo_Picasso_291.jpg,../train_images\Cubism\Pablo_Picasso_291.jpg
Cubism,Pablo_Picasso_292.jpg,../train_images\Cubism\Pablo_Picasso_292.jpg
Cubism,Pablo_Picasso_293.jpg,../train_images\Cubism\Pablo_Picasso_293.jpg
Cubism,Pablo_Picasso_294.jpg,../train_images\Cubism\Pablo_Picasso_294.jpg
Cubism,Pablo_Picasso_295.jpg,../train_images\Cubism\Pablo_Picasso_295.jpg
Cubism,Pablo_Picasso_296.jpg,../train_images\Cubism\Pablo_Picasso_296.jpg
Cubism,Pablo_Picasso_298.jpg,../train_images\Cubism\Pablo_Picasso_298.jpg
Cubism,Pablo_Picasso_30.jpg,../train_images\Cubism\Pablo_Picasso_30.jpg
Cubism,Pablo_Picasso_300.jpg,../train_images\Cubism\Pablo_Picasso_300.jpg
Cubism,Pablo_Picasso_301.jpg,../train_images\Cubism\Pablo_Picasso_301.jpg
Cubism,Pablo_Picasso_302.jpg,../train_images\Cubism\Pablo_Picasso_302.jpg
Cubism,Pablo_Picasso_303.jpg,../train_images\Cubism\Pablo_Picasso_303.jpg
Cubism,Pablo_Picasso_305.jpg,../train_images\Cubism\Pablo_Picasso_305.jpg
Cubism,Pablo_Picasso_306.jpg,../train_images\Cubism\Pablo_Picasso_306.jpg
Cubism,Pablo_Picasso_307.jpg,../train_images\Cubism\Pablo_Picasso_307.jpg
Cubism,Pablo_Picasso_31.jpg,../train_images\Cubism\Pablo_Picasso_31.jpg
